Flight Date,Flight Number,Flight Departure,Flight Arrival,Grade,Departure Date,Arrival Date,Flight Time
2012-11-22,0319,NRT,DXB,GR1,2012-11-22 21:48:00,2012-11-23 04:29:00,11:50
2012-11-27,0346,DXB,KUL,GR1,2012-11-27 04:02:00,2012-11-27 14:56:00,07:03
2012-11-28,0347,KUL,DXB,GR1,2012-11-28 19:34:00,2012-11-28 22:32:00,07:04
2012-11-30,0318,DXB,NRT,GR1,2012-11-30 03:02:00,2012-11-30 16:59:00,09:11
2012-12-01,0319,NRT,DXB,GR1,2012-12-01 21:48:00,2012-12-02 04:24:00,11:41
2012-12-07,0241,DXB,YYZ,GR1,2012-12-07 10:27:00,2012-12-07 15:38:00,14:24
2012-12-10,0242,YYZ,DXB,GR1,2012-12-10 21:40:00,2012-12-11 19:02:00,12:26
2012-12-15,0201,DXB,JFK,GR2,2012-12-15 09:09:00,2012-12-15 13:49:00,14:05
2012-12-16,0202,JFK,DXB,GR2,2012-12-16 23:26:00,2012-12-17 21:03:00,12:41
2012-12-21,0241,DXB,YYZ,GR1,2012-12-21 11:04:00,2012-12-21 15:39:00,13:43
2012-12-24,0242,YYZ,DXB,GR1,2012-12-24 21:41:00,2012-12-25 19:04:00,12:27
2012-12-29,0306,DXB,PEK,GR1,2012-12-29 03:59:00,2012-12-29 14:50:00,06:57
2012-12-30,0307,PEK,DXB,GR1,2012-12-30 22:54:00,2012-12-31 03:23:00,08:33
2013-01-03,0073,DXB,CDG,GR1,2013-01-03 08:36:00,2013-01-03 12:48:00,07:18
2013-01-04,0074,CDG,DXB,GR1,2013-01-04 14:38:00,2013-01-05 00:33:00,06:58
2013-01-06,0147,DXB,AMS,GR1,2013-01-06 08:31:00,2013-01-06 12:50:00,07:25
2013-01-07,0148,AMS,DXB,GR1,2013-01-07 15:47:00,2013-01-08 00:52:00,06:10
2013-01-12,0614,DXB,ISB,GR1,2013-01-12 21:43:00,2013-01-13 01:21:00,02:46
2013-01-13,0615,ISB,DXB,GR1,2013-01-13 03:34:00,2013-01-13 05:50:00,03:22
2013-01-17,0322,DXB,ICN,GR1,2013-01-17 03:41:00,2013-01-17 16:46:00,08:13
2013-01-18,0323,ICN,DXB,GR1,2013-01-18 23:51:00,2013-01-19 05:15:00,10:31
2013-01-20,0001,DXB,LHR,GR1,2013-01-20 07:57:00,2013-01-20 11:31:00,07:50
2013-01-21,0002,LHR,DXB,GR1,2013-01-21 13:28:00,2013-01-22 00:12:00,06:49
2013-01-25,0354,DXB,SIN,GR1,2013-01-25 03:28:00,2013-01-25 14:28:00,07:05
2013-01-26,0355,SIN,DXB,GR1,2013-01-26 21:37:00,2013-01-27 01:21:00,07:49
2013-02-01,0406,DXB,MEL,GR1,2013-02-01 10:54:00,2013-02-02 07:15:00,13:37
2013-02-03,0406,MEL,AKL,GR1,2013-02-03 08:06:00,2013-02-03 13:25:00,03:35
2013-02-04,0407,AKL,MEL,GR1,2013-02-04 18:46:00,2013-02-04 20:30:00,03:55
2013-02-05,0407,MEL,DXB,GR1,2013-02-05 22:18:00,2013-02-06 04:55:00,13:41
2013-02-10,0017,DXB,MAN,GR1,2013-02-10 07:25:00,2013-02-10 10:49:00,07:33
2013-02-11,0018,MAN,DXB,GR1,2013-02-11 13:18:00,2013-02-12 00:18:00,07:05
2013-02-14,0007,DXB,LHR,GR1,2013-02-14 03:28:00,2013-02-14 07:25:00,08:05
2013-02-15,0008,LHR,DXB,GR1,2013-02-15 09:10:00,2013-02-15 19:44:00,06:40
2013-02-17,0029,DXB,LHR,GR1,2013-02-17 09:54:00,2013-02-17 13:44:00,07:56
2013-02-18,0030,LHR,DXB,GR1,2013-02-18 16:23:00,2013-02-19 02:58:00,06:43
2013-02-23,0322,DXB,ICN,GR1,2013-02-23 04:01:00,2013-02-23 16:44:00,07:51
2013-02-24,0323,ICN,DXB,GR1,2013-02-24 23:51:00,2013-02-25 05:36:00,10:49
2013-03-01,0203,DXB,JFK,GR1,2013-03-01 03:18:00,2013-03-01 07:49:00,13:40
2013-03-02,0204,JFK,DXB,GR1,2013-03-02 11:16:00,2013-03-03 08:47:00,12:35
2013-03-07,0406,DXB,MEL,GR1,2013-03-07 10:36:00,2013-03-08 06:43:00,13:19
2013-03-09,0406,MEL,AKL,GR1,2013-03-09 09:10:00,2013-03-09 14:53:00,03:52
2013-03-10,0407,AKL,MEL,GR1,2013-03-10 18:56:00,2013-03-10 20:32:00,03:47
2013-03-11,0407,MEL,DXB,GR1,2013-03-11 22:33:00,2013-03-12 05:32:00,14:05
2013-03-25,0241,DXB,YYZ,GR1,2013-03-25 10:59:00,2013-03-25 16:38:00,13:47
2013-03-27,0242,YYZ,DXB,GR1,2013-03-27 21:33:00,2013-03-28 18:32:00,13:04
2013-03-31,0097,DXB,FCO,GR1,2013-03-31 09:38:00,2013-03-31 13:55:00,06:21
2013-04-01,0098,FCO,DXB,GR1,2013-04-01 19:58:00,2013-04-02 03:44:00,05:54
2013-04-04,0306,DXB,PEK,GR1,2013-04-04 04:17:00,2013-04-04 15:04:00,06:53
2013-04-05,0307,PEK,DXB,GR1,2013-04-06 00:08:00,2013-04-06 04:23:00,08:23
2013-04-09,0346,DXB,KUL,GR1,2013-04-09 04:11:00,2013-04-09 14:46:00,06:43
2013-04-10,0347,KUL,DXB,GR1,2013-04-10 19:50:00,2013-04-10 22:52:00,07:05
2013-04-16,0803,DXB,JED,GR1,2013-04-16 16:54:00,2013-04-16 18:52:00,03:02
2013-04-16,0804,JED,DXB,GR1,2013-04-16 20:53:00,2013-04-17 00:34:00,02:45
2013-04-29,0203,DXB,JFK,GR1,2013-04-29 03:29:00,2013-04-29 09:35:00,14:14
2013-04-30,0242,YYZ,DXB,GR1,2013-04-30 15:12:00,2013-05-01 11:53:00,12:45
2013-04-30,7204,JFK,YYZ,GR1,2013-04-30 11:50:00,2013-04-30 13:24:00,01:42
2013-05-06,0003,DXB,LHR,GR1,2013-05-06 14:37:00,2013-05-06 18:49:00,07:17
2013-05-07,0004,LHR,DXB,GR1,2013-05-07 20:33:00,2013-05-08 06:45:00,07:18
2013-05-11,0075,DXB,CDG,GR1,2013-05-11 15:07:00,2013-05-11 20:04:00,07:13
2013-05-12,0076,CDG,DXB,GR1,2013-05-12 21:42:00,2013-05-13 06:25:00,06:47
2013-05-15,0801,DXB,JED,GR1,2013-05-15 02:18:00,2013-05-15 04:04:00,02:53
2013-05-15,0802,JED,DXB,GR1,2013-05-15 05:55:00,2013-05-15 09:20:00,02:28
2013-05-20,0322,DXB,ICN,GR1,2013-05-20 03:37:00,2013-05-20 16:26:00,07:54
2013-05-21,0323,ICN,DXB,GR1,2013-05-21 23:38:00,2013-05-22 04:12:00,09:37
2013-05-25,0001,DXB,LHR,GR1,2013-05-25 07:52:00,2013-05-25 12:01:00,07:21
2013-05-26,0002,LHR,DXB,GR1,2013-05-26 14:12:00,2013-05-27 00:13:00,07:05
2013-05-31,0414,DXB,SYD,GR1,2013-05-31 02:31:00,2013-05-31 21:31:00,13:05
2013-06-02,0415,SYD,DXB,GR1,2013-06-02 05:59:00,2013-06-02 14:21:00,14:28
2013-06-06,0147,DXB,AMS,GR1,2013-06-06 08:49:00,2013-06-06 13:19:00,06:36
2013-06-07,0148,AMS,DXB,GR1,2013-06-07 15:25:00,2013-06-07 23:58:00,06:36
2013-06-11,0412,DXB,SYD,GR1,2013-06-11 10:41:00,2013-06-12 06:25:00,13:48
2013-06-13,0412,SYD,AKL,GR1,2013-06-13 07:46:00,2013-06-13 12:52:00,03:12
2013-06-14,0413,AKL,SYD,GR1,2013-06-14 17:50:00,2013-06-14 19:25:00,03:39
2013-06-15,0413,SYD,DXB,GR1,2013-06-15 21:03:00,2013-06-16 05:31:00,14:31
2013-06-20,0075,DXB,CDG,GR1,2013-06-20 15:05:00,2013-06-20 19:59:00,07:16
2013-06-21,0076,CDG,DXB,GR1,2013-06-21 21:58:00,2013-06-22 06:21:00,06:27
2013-06-24,0029,DXB,LHR,GR1,2013-06-24 10:20:00,2013-06-24 14:54:00,07:39
2013-06-25,0030,LHR,DXB,GR1,2013-06-25 16:58:00,2013-06-26 02:43:00,06:49
2013-06-28,0805,DXB,JED,GR1,2013-06-28 07:13:00,2013-06-28 08:38:00,02:31
2013-06-28,0806,JED,DXB,GR1,2013-06-28 11:21:00,2013-06-28 14:56:00,02:41
2013-07-02,0201,DXB,JFK,GR1,2013-07-02 08:39:00,2013-07-02 14:37:00,14:09
2013-07-03,0202,JFK,DXB,GR1,2013-07-03 23:26:00,2013-07-04 19:49:00,12:27
2013-07-09,0302,DXB,PVG,GR1,2013-07-09 03:19:00,2013-07-09 15:51:00,08:44
2013-07-11,0303,PVG,DXB,GR1,2013-07-11 00:24:00,2013-07-11 04:19:00,07:59
2013-07-15,0354,DXB,SIN,GR1,2013-07-15 03:21:00,2013-07-15 14:45:00,07:30
2013-07-16,0355,SIN,DXB,GR1,2013-07-16 21:23:00,2013-07-17 00:27:00,07:09
2013-07-29,0354,DXB,SIN,GR1,2013-07-29 03:20:00,2013-07-29 15:16:00,08:01
2013-07-30,0355,SIN,DXB,GR1,2013-07-30 21:23:00,2013-07-31 00:43:00,07:24
2013-08-02,0346,DXB,KUL,GR1,2013-08-02 04:10:00,2013-08-02 15:28:00,07:27
2013-08-03,0347,KUL,DXB,GR1,2013-08-03 19:35:00,2013-08-03 22:01:00,06:33
2013-08-07,0201,DXB,JFK,GR1,2013-08-07 08:32:00,2013-08-07 14:03:00,13:44
2013-08-08,0202,JFK,DXB,GR1,2013-08-08 23:03:00,2013-08-09 19:45:00,12:45
2013-08-12,0005,DXB,LHR,GR1,2013-08-12 16:17:00,2013-08-12 20:26:00,07:13
2013-08-13,0006,LHR,DXB,GR1,2013-08-13 22:17:00,2013-08-14 07:49:00,06:40
2013-08-16,0322,DXB,ICN,GR1,2013-08-16 03:37:00,2013-08-16 16:36:00,08:05
2013-08-17,0323,ICN,DXB,GR1,2013-08-17 23:47:00,2013-08-18 03:58:00,09:18
2013-08-20,0097,DXB,FCO,GR1,2013-08-20 09:33:00,2013-08-20 13:23:00,05:54
2013-08-21,0098,FCO,DXB,GR1,2013-08-21 15:17:00,2013-08-21 22:54:00,05:44
2013-08-25,0005,DXB,LHR,GR1,2013-08-25 15:47:00,2013-08-25 19:54:00,07:12
2013-08-26,0006,LHR,DXB,GR1,2013-08-26 22:11:00,2013-08-27 07:50:00,06:43
2013-08-29,0346,DXB,KUL,GR1,2013-08-29 03:51:00,2013-08-29 15:45:00,07:59
2013-08-30,0347,KUL,DXB,GR1,2013-08-30 19:30:00,2013-08-30 22:01:00,06:35
2013-09-11,0073,DXB,CDG,GR1,2013-09-11 08:23:00,2013-09-11 13:18:00,07:01
2013-09-12,0074,CDG,DXB,GR1,2013-09-12 15:20:00,2013-09-12 23:45:00,06:30
2013-09-16,0191,DXB,LIS,GR1,2013-09-16 09:16:00,2013-09-16 14:32:00,08:21
2013-09-17,0192,LIS,DXB,GR1,2013-09-17 17:46:00,2013-09-18 04:13:00,07:31
2013-09-19,0017,DXB,MAN,GR1,2013-09-19 07:15:00,2013-09-19 11:52:00,07:45
2013-09-20,0018,MAN,DXB,GR1,2013-09-20 14:08:00,2013-09-20 23:58:00,06:54
2013-09-27,0306,DXB,PEK,GR1,2013-09-27 04:17:00,2013-09-27 15:23:00,07:13
2013-09-28,0307,PEK,DXB,GR1,2013-09-28 23:44:00,2013-09-29 03:36:00,07:59
2013-10-03,0406,DXB,MEL,GR1,2013-10-03 10:33:00,2013-10-04 05:26:00,12:59
2013-10-05,0406,MEL,AKL,GR1,2013-10-05 07:06:00,2013-10-05 13:29:00,03:30
2013-10-06,0407,AKL,MEL,GR1,2013-10-06 19:06:00,2013-10-06 20:55:00,03:57
2013-10-07,0407,MEL,DXB,GR1,2013-10-07 22:23:00,2013-10-08 04:48:00,13:30
2013-10-10,0001,DXB,LHR,GR1,2013-10-10 07:48:00,2013-10-10 12:19:00,07:40
2013-10-11,0002,LHR,DXB,GR1,2013-10-11 14:12:00,2013-10-12 00:18:00,07:10
2013-10-27,0203,DXB,JFK,GR1,2013-10-27 03:12:00,2013-10-27 09:25:00,14:25
2013-10-30,0204,JFK,DXB,GR1,2013-10-30 11:39:00,2013-10-31 07:38:00,12:03
2013-11-04,0412,DXB,SYD,GR1,2013-11-04 10:39:00,2013-11-05 07:08:00,13:36
2013-11-06,0412,SYD,AKL,GR1,2013-11-06 08:59:00,2013-11-06 14:01:00,03:10
2013-11-07,0413,AKL,SYD,GR1,2013-11-07 18:31:00,2013-11-07 19:43:00,03:17
2013-11-08,0413,SYD,DXB,GR1,2013-11-08 21:46:00,2013-11-09 05:30:00,14:52
2013-11-16,0017,DXB,MAN,GR1,2013-11-16 07:24:00,2013-11-16 10:37:00,07:21
2013-11-17,0018,MAN,DXB,GR1,2013-11-17 13:10:00,2013-11-18 00:56:00,07:54
2013-11-22,0241,DXB,YYZ,GR1,2013-11-22 10:20:00,2013-11-22 14:50:00,13:43
2013-11-25,0242,YYZ,DXB,GR1,2013-11-25 22:01:00,2013-11-26 19:30:00,12:32
2013-11-29,0372,DXB,BKK,GR1,2013-11-29 09:47:00,2013-11-29 18:54:00,06:16
2013-11-30,0373,BKK,DXB,GR1,2013-11-30 20:39:00,2013-12-01 00:25:00,06:51
2013-12-03,0017,DXB,MAN,GR1,2013-12-03 07:34:00,2013-12-03 12:05:00,08:41
2013-12-04,0018,MAN,DXB,GR1,2013-12-04 13:27:00,2013-12-05 00:23:00,07:01
2013-12-08,0215,DXB,LAX,GR1,2013-12-08 08:43:00,2013-12-08 11:42:00,15:10
2013-12-10,0216,LAX,DXB,GR1,2013-12-10 16:13:00,2013-12-11 20:35:00,16:26
2013-12-14,0075,DXB,CDG,GR1,2013-12-14 14:59:00,2013-12-14 18:55:00,07:12
2013-12-15,0076,CDG,DXB,GR1,2013-12-15 21:15:00,2013-12-16 06:43:00,06:33
2013-12-18,0075,DXB,CDG,GR1,2013-12-18 15:08:00,2013-12-18 18:59:00,06:55
2013-12-19,0076,CDG,DXB,GR1,2013-12-19 21:31:00,2013-12-20 07:03:00,06:36
2013-12-21,0017,DXB,MAN,GR1,2013-12-21 07:20:00,2013-12-21 11:29:00,08:16
2013-12-22,0018,MAN,DXB,GR1,2013-12-22 13:56:00,2013-12-23 01:31:00,07:44
2013-12-28,0017,DXB,MAN,GR1,2013-12-28 07:21:00,2013-12-28 11:09:00,07:56
2013-12-29,0018G,MAN,DXB,GR1,2013-12-29 13:24:00,1899-12-31 00:00:00,:52
2013-12-29,0018,MAN,DXB,GR1,2013-12-29 14:55:00,2013-12-30 01:47:00,07:02
2014-01-01,0051,DXB,MUC,GR1,2014-01-01 16:33:00,2014-01-01 20:25:00,07:06
2014-01-02,0052,MUC,DXB,GR1,2014-01-02 21:39:00,2014-01-03 06:36:00,06:02
2014-01-05,0087,DXB,ZRH,GR1,2014-01-05 08:46:00,2014-01-05 12:31:00,06:53
2014-01-06,0088,ZRH,DXB,GR1,2014-01-06 14:29:00,2014-01-06 23:12:00,05:52
2014-01-12,0761,DXB,JNB,GR1,2014-01-12 04:46:00,2014-01-12 10:48:00,08:14
2014-01-13,0762,JNB,DXB,GR1,2014-01-13 19:02:00,2014-01-14 04:44:00,07:47
2014-01-16,0075,DXB,CDG,GR1,2014-01-16 15:11:00,2014-01-16 19:50:00,08:01
2014-01-17,0076,CDG,DXB,GR1,2014-01-17 21:31:00,2014-01-18 06:47:00,06:22
2014-01-20,0029,DXB,LHR,GR1,2014-01-20 09:35:00,2014-01-20 13:17:00,07:48
2014-01-21,0030,LHR,DXB,GR1,2014-01-21 16:26:00,2014-01-22 02:43:00,06:25
2014-01-25,0803,DXB,JED,GR1,2014-01-25 16:38:00,2014-01-25 18:25:00,02:54
2014-01-25,0804,JED,DXB,GR1,2014-01-25 21:23:00,2014-01-26 01:22:00,03:03
2014-01-28,0029,DXB,LHR,GR1,2014-01-28 10:02:00,2014-01-28 13:14:00,07:22
2014-01-29,0030,LHR,DXB,GR1,2014-01-29 16:30:00,2014-01-30 03:07:00,06:45
2014-02-09,0131,DXB,DME,GR1,2014-02-09 19:09:00,2014-02-10 00:15:00,05:18
2014-02-11,0132,DME,DXB,GR1,2014-02-11 01:24:00,2014-02-11 06:25:00,05:07
2014-02-12,0871,DXB,KWI,GR1,2014-02-12 12:01:00,2014-02-12 12:47:00,01:49
2014-02-12,0872,KWI,DXB,GR1,2014-02-12 14:13:00,2014-02-12 16:39:00,01:31
2014-02-16,0923,DXB,CAI,GR1,2014-02-16 15:20:00,2014-02-16 17:08:00,03:54
2014-02-16,0924,CAI,DXB,GR1,2014-02-16 18:43:00,2014-02-16 23:49:00,03:09
2014-02-20,0652,DXB,MLE,GR1,2014-02-20 09:39:00,2014-02-20 14:47:00,04:16
2014-02-20,0652,MLE,CMB,GR1,2014-02-20 16:53:00,2014-02-20 18:45:00,01:26
2014-02-21,0653,CMB,MLE,GR1,2014-02-21 20:22:00,2014-02-21 21:16:00,01:31
2014-02-21,0653,MLE,DXB,GR1,2014-02-21 22:45:00,2014-02-22 02:05:00,04:25
2014-02-24,0073,DXB,CDG,GR1,2014-02-24 08:46:00,2014-02-24 12:43:00,07:01
2014-02-25,0074,CDG,DXB,GR1,2014-02-25 14:30:00,2014-02-25 23:57:00,06:37
2014-03-01,0147,DXB,AMS,GR1,2014-03-01 08:31:00,2014-03-01 12:24:00,07:06
2014-03-02,0148,AMS,DXB,GR1,2014-03-02 15:18:00,2014-03-03 00:40:00,06:27
2014-03-12,0354,DXB,SIN,GR1,2014-03-12 03:25:00,2014-03-12 14:28:00,07:07
2014-03-13,0355,SIN,DXB,GR1,2014-03-13 21:12:00,2014-03-14 01:19:00,08:14
2014-03-17,0801,DXB,JED,GR1,2014-03-17 02:19:00,2014-03-17 04:08:00,02:51
2014-03-17,0802,JED,DXB,GR1,2014-03-17 05:51:00,2014-03-17 09:14:00,02:26
2014-03-18,0017,DXB,MAN,GR1,2014-03-18 08:30:00,2014-03-18 12:54:00,08:31
2014-03-19,0018,MAN,DXB,GR1,2014-03-19 14:01:00,2014-03-20 00:58:00,07:02
2014-03-24,0215,DXB,LAX,GR1,2014-03-24 09:12:00,2014-03-24 14:20:00,16:18
2014-03-26,0216,LAX,DXB,GR1,2014-03-26 17:10:00,2014-03-27 19:51:00,15:44
2014-03-31,0414,DXB,SYD,GR1,2014-03-31 02:14:00,2014-03-31 22:18:00,13:09
2014-04-02,0415,SYD,DXB,GR1,2014-04-02 05:50:00,2014-04-02 13:12:00,14:26
2014-04-05,0009,DXB,LGW,GR1,2014-04-05 15:46:00,2014-04-05 20:37:00,08:
2014-04-06,0010,LGW,DXB,GR1,2014-04-06 23:30:00,2014-04-07 08:56:00,06:30
2014-04-09,0322,DXB,ICN,GR1,2014-04-09 03:46:00,2014-04-09 17:08:00,08:30
2014-04-10,0323,ICN,DXB,GR1,2014-04-10 23:43:00,2014-04-11 04:25:00,09:45
2014-04-14,0306,DXB,PEK,GR1,2014-04-14 04:09:00,2014-04-14 15:23:00,07:18
2014-04-15,0307,PEK,DXB,GR1,2014-04-15 23:46:00,2014-04-16 03:48:00,08:05
2014-04-26,0805,DXB,JED,GR1,2014-04-26 07:40:00,2014-04-26 09:23:00,02:51
2014-04-26,0806,JED,DXB,GR1,2014-04-26 11:22:00,2014-04-26 15:06:00,02:50
2014-04-30,0203,DXB,JFK,GR1,2014-04-30 03:16:00,2014-04-30 08:57:00,13:47
2014-05-01,0204,JFK,DXB,GR1,2014-05-01 12:07:00,2014-05-02 08:28:00,12:34
2014-05-08,0414,DXB,SYD,GR1,2014-05-08 02:10:00,2014-05-08 21:29:00,13:26
2014-05-10,0415,SYD,DXB,GR1,2014-05-10 05:57:00,2014-05-10 14:13:00,14:27
2014-05-15,0414,DXB,SYD,GR1,2014-05-15 02:14:00,2014-05-15 21:38:00,13:28
2014-05-17,0415,SYD,DXB,GR1,2014-05-17 06:00:00,2014-05-17 14:18:00,14:25
2014-05-21,0406,DXB,MEL,GR1,2014-05-21 10:21:00,2014-05-22 05:32:00,13:16
2014-05-23,0406,MEL,AKL,GR1,2014-05-23 07:14:00,2014-05-23 12:49:00,03:40
2014-05-24,0407,AKL,MEL,GR1,2014-05-24 17:24:00,2014-05-24 19:19:00,04:02
2014-05-25,0407,MEL,DXB,GR1,2014-05-25 21:32:00,2014-05-26 05:18:00,13:53
2014-05-29,0017,DXB,MAN,GR1,2014-05-29 07:31:00,2014-05-29 11:59:00,07:34
2014-05-30,0018,MAN,DXB,GR1,2014-05-30 14:18:00,2014-05-31 00:27:00,07:14
2014-06-03,0049,DXB,MUC,GR1,2014-06-03 08:23:00,2014-06-03 12:19:00,06:05
2014-06-04,0050,MUC,DXB,GR1,2014-06-04 15:35:00,2014-06-04 23:15:00,05:49
2014-06-08,0009,DXB,LGW,GR1,2014-06-08 15:00:00,2014-06-08 19:10:00,07:19
2014-06-09,0010,LGW,DXB,GR1,2014-06-09 21:14:00,2014-06-10 07:10:00,06:59
2014-06-11,0049,DXB,MUC,GR1,2014-06-11 08:24:00,2014-06-11 12:36:00,06:18
2014-06-12,0050,MUC,DXB,GR1,2014-06-12 15:38:00,2014-06-12 23:27:00,05:54
2014-06-16,0097,DXB,FCO,GR1,2014-06-16 09:06:00,2014-06-16 13:15:00,06:14
2014-06-17,0098,FCO,DXB,GR1,2014-06-17 15:16:00,2014-06-17 22:51:00,05:42
2014-06-20,0071,DXB,CDG,GR1,2014-06-20 04:19:00,2014-06-20 09:25:00,07:16
2014-06-21,0072,CDG,DXB,GR1,2014-06-21 11:21:00,2014-06-21 20:00:00,06:44
2014-06-24,0801,DXB,JED,GR1,2014-06-24 01:44:00,2014-06-24 03:25:00,02:48
2014-06-24,0802G,JED,DXB,GR1,2014-06-24 05:32:00,1899-12-31 00:00:00,:16
2014-06-24,0802,JED,DXB,GR1,2014-06-24 06:09:00,2014-06-24 09:58:00,02:53
2014-06-25,0017,DXB,MAN,GR1,2014-06-25 07:19:00,2014-06-25 11:46:00,07:33
2014-06-26,0018,MAN,DXB,GR1,2014-06-26 14:05:00,2014-06-26 23:52:00,06:50
2014-06-30,0215,DXB,LAX,GR1,2014-06-30 09:06:00,2014-06-30 13:32:00,15:36
2014-07-02,0216,LAX,DXB,GR1,2014-07-02 16:48:00,2014-07-03 19:20:00,15:36
2014-07-17,0147,DXB,AMS,GR1,2014-07-17 08:26:00,2014-07-17 13:13:00,06:54
2014-07-18,0148,AMS,DXB,GR1,2014-07-18 15:30:00,2014-07-19 00:12:00,06:48
2014-07-23,0414,DXB,SYD,GR1,2014-07-23 02:24:00,2014-07-23 21:53:00,13:34
2014-07-25,0415,SYD,DXB,GR1,2014-07-25 05:46:00,2014-07-25 13:33:00,13:51
2014-08-05,0121,DXB,IST,CSV,2014-08-05 14:36:00,2014-08-05 17:54:00,04:21
2014-08-05,0122,IST,DXB,CSV,2014-08-05 19:22:00,2014-08-06 00:50:00,04:36
2014-08-07,0334,DXB,MNL,CSV,2014-08-07 09:35:00,2014-08-07 22:23:00,08:53
2014-08-08,0333,MNL,DXB,CSV,2014-08-08 19:18:00,2014-08-08 23:53:00,08:42
2014-08-12,0211,DXB,IAH,CSV,2014-08-12 09:18:00,2014-08-12 16:01:00,15:51
2014-08-14,0212,IAH,DXB,CSV,2014-08-14 18:51:00,2014-08-15 18:31:00,14:46
2014-08-18,0803,DXB,JED,CSV,2014-08-18 16:16:00,2014-08-18 17:54:00,02:42
2014-08-18,0804,JED,DXB,CSV,2014-08-18 20:34:00,2014-08-19 00:44:00,03:21
2014-08-19,0512,DXB,DEL,CSV,2014-08-19 22:25:00,2014-08-20 02:59:00,03:12
2014-08-20,0513,DEL,DXB,CSV,2014-08-20 04:20:00,2014-08-20 06:03:00,03:22
2014-08-21,0859,DXB,KWI,CSV,2014-08-21 20:42:00,2014-08-21 21:08:00,01:33
2014-08-21,0860,KWI,DXB,CSV,2014-08-21 22:44:00,2014-08-22 01:21:00,01:44
2014-08-25,0803,DXB,JED,CSV,2014-08-25 17:51:00,2014-08-25 19:28:00,02:44
2014-08-25,0804,JED,DXB,CSV,2014-08-25 21:18:00,2014-08-26 00:55:00,02:40
2014-08-26,0500,DXB,BOM,CSV,2014-08-26 21:58:00,2014-08-27 02:21:00,03:04
2014-08-27,0501,BOM,DXB,CSV,2014-08-27 04:42:00,2014-08-27 05:49:00,02:41
2014-08-31,0362,DXB,CAN,CSV,2014-08-31 10:30:00,2014-08-31 21:47:00,07:25
2014-09-01,0363,CAN,DXB,CSV,2014-09-02 00:09:00,2014-09-02 03:41:00,07:41
2014-09-03,0372,DXB,BKK,CSV,2014-09-03 09:39:00,2014-09-03 19:17:00,06:44
2014-09-04,0373,BKK,DXB,CSV,2014-09-04 21:27:00,2014-09-05 00:22:00,05:59
2014-09-07,0095,DXB,FCO,CSV,2014-09-07 15:56:00,2014-09-07 19:49:00,06:02
2014-09-08,0096,FCO,DXB,CSV,2014-09-08 23:02:00,2014-09-09 06:48:00,05:50
2014-09-13,0131,DXB,DME,CSV,2014-09-13 17:57:00,2014-09-13 22:46:00,05:03
2014-09-15,0132,DME,DXB,CSV,2014-09-15 00:55:00,2014-09-15 05:57:00,05:10
2014-09-18,0424,DXB,PER,CSV,2014-09-18 10:12:00,2014-09-19 00:44:00,10:39
2014-09-20,0425,PER,DXB,CSV,2014-09-20 05:52:00,2014-09-20 12:20:00,10:34
2014-09-22,0332,DXB,MNL,CSV,2014-09-22 03:43:00,2014-09-22 16:59:00,09:26
2014-09-23,0335,MNL,DXB,CSV,2014-09-23 23:55:00,2014-09-24 04:03:00,08:22
2014-09-28,0087,DXB,ZRH,CSV,2014-09-28 08:34:00,2014-09-28 12:59:00,06:31
2014-09-29,0088,ZRH,DXB,CSV,2014-09-29 15:55:00,2014-09-29 23:52:00,06:01
2014-10-02,0011,DXB,LGW,CSV,2014-10-02 02:49:00,2014-10-02 06:55:00,07:11
2014-10-03,0016,LGW,DXB,CSV,2014-10-03 14:23:00,2014-10-04 00:19:00,07:
2014-10-12,0003,DXB,LHR,CSV,2014-10-12 14:37:00,2014-10-12 19:08:00,07:37
2014-10-13,0004,LHR,DXB,CSV,2014-10-13 20:41:00,2014-10-14 06:31:00,06:54
2014-10-16,0372,DXB,BKK,CSV,2014-10-16 09:56:00,2014-10-16 19:13:00,06:21
2014-10-17,0373,BKK,DXB,CSV,2014-10-17 21:31:00,2014-10-18 01:05:00,06:38
2014-10-20,0073,DXB,CDG,CSV,2014-10-20 08:32:00,2014-10-20 13:48:00,07:23
2014-10-21,0074,CDG,DXB,CSV,2014-10-21 15:34:00,2014-10-22 00:00:00,06:30
2014-10-25,0372,DXB,BKK,CSV,2014-10-25 09:41:00,2014-10-25 18:23:00,05:50
2014-10-26,0373,BKK,DXB,CSV,2014-10-26 20:40:00,2014-10-27 00:36:00,07:
2014-10-31,0504,DXB,BOM,CSV,2014-10-31 04:09:00,2014-10-31 08:25:00,02:54
2014-10-31,0505,BOM,DXB,CSV,2014-10-31 10:24:00,2014-10-31 12:00:00,03:15
2014-11-02,0007,DXB,LHR,CSV,2014-11-02 03:18:00,2014-11-02 07:06:00,07:53
2014-11-03,0008,LHR,DXB,CSV,2014-11-03 09:30:00,2014-11-03 20:27:00,07:
2014-11-10,0302,DXB,PVG,CSV,2014-11-10 03:41:00,2014-11-10 15:45:00,08:20
2014-11-11,0303,PVG,DXB,CSV,2014-11-11 22:55:00,2014-11-12 04:50:00,09:59
2014-11-14,0009,DXB,LGW,CSV,2014-11-14 14:45:00,2014-11-14 18:22:00,07:43
2014-11-15,0010,LGW,DXB,CSV,2014-11-15 20:25:00,2014-11-16 07:36:00,07:16
