Flight Date,Flight Number,Flight Departure,Flight Arrival,Grade,Departure Date,Arrival Date,Flight Time
2014-11-17,0017,DXB,MAN,CSV,2014-11-17 07:18:00,2014-11-17 11:06:00,08:01
2014-11-18,0018,MAN,DXB,CSV,2014-11-18 13:27:00,2014-11-19 00:41:00,07:19
2014-11-22,0201,DXB,JFK,CSV,2014-11-22 08:52:00,2014-11-22 13:38:00,13:59
2014-11-23,0202,JFK,DXB,CSV,2014-11-23 23:24:00,2014-11-24 20:45:00,12:31
2014-12-31,0073,DXB,CDG,CSV,2014-12-31 08:14:00,2014-12-31 12:50:00,07:42
2015-01-01,0074,CDG,DXB,CSV,2015-01-01 14:29:00,2015-01-01 23:58:00,06:36
2015-01-04,0009,DXB,LGW,CSV,2015-01-04 15:02:00,2015-01-04 19:04:00,08:12
2015-01-05,0010,LGW,DXB,CSV,2015-01-05 21:19:00,2015-01-06 07:39:00,06:27
2015-01-11,0221,DXB,DFW,CSV,2015-01-11 02:53:00,2015-01-11 08:21:00,15:33
2015-01-13,0222,DFW,DXB,CSV,2015-01-13 11:20:00,2015-01-14 11:15:00,13:58
2015-01-17,0701,DXB,MRU,CSV,2015-01-17 03:25:00,2015-01-17 10:11:00,06:53
2015-01-18,0702,MRU,DXB,CSV,2015-01-18 16:23:00,2015-01-18 22:39:00,06:22
2015-01-22,0087,DXB,ZRH,CSV,2015-01-22 08:25:00,2015-01-22 12:17:00,06:59
2015-01-23,0088,ZRH,DXB,CSV,2015-01-23 14:38:00,2015-01-23 23:23:00,05:56
2015-01-30,0091,DXB,MXP,CSV,2015-01-30 15:37:00,2015-01-30 19:40:00,07:11
2015-01-31,0092,MXP,DXB,CSV,2015-01-31 21:38:00,2015-02-01 06:48:00,06:15
2015-02-13,0923,DXB,CAI,CSV,2015-02-13 15:20:00,2015-02-13 17:09:00,04:06
2015-02-13,0924,CAI,DXB,CSV,2015-02-13 18:51:00,2015-02-14 00:17:00,03:30
2015-02-15,0017,DXB,MAN,CSV,2015-02-15 07:21:00,2015-02-15 10:46:00,07:31
2015-02-16,0018,MAN,DXB,CSV,2015-02-16 13:15:00,2015-02-17 00:41:00,07:28
2015-02-20,0201,DXB,JFK,CSV,2015-02-20 08:49:00,2015-02-20 14:07:00,14:30
2015-02-21,0202,JFK,DXB,CSV,2015-02-22 01:58:00,2015-02-23 00:19:00,13:25
2015-02-25,0502,DXB,BOM,CSV,2015-02-25 13:18:00,2015-02-25 17:16:00,02:35
2015-02-25,0503,BOM,DXB,CSV,2015-02-25 19:06:00,2015-02-25 20:51:00,03:19
2015-02-27,0801,DXB,JED,CSV,2015-02-27 02:15:00,2015-02-27 04:04:00,02:56
2015-02-27,0802,JED,DXB,CSV,2015-02-27 06:26:00,2015-02-27 09:54:00,02:32
2015-02-28,0049,DXB,MUC,CSV,2015-02-28 08:58:00,2015-02-28 12:26:00,06:36
2015-03-01,0050,MUC,DXB,CSV,2015-03-01 14:36:00,2015-03-01 23:07:00,05:37
2015-03-04,0584,DXB,DAC,CSV,2015-03-04 13:15:00,2015-03-04 19:12:00,04:09
2015-03-04,0585,DAC,DXB,CSV,2015-03-04 21:07:00,2015-03-05 00:58:00,05:57
2015-03-09,0081,DXB,LYS,CSV,2015-03-09 15:27:00,2015-03-09 19:33:00,07:13
2015-03-11,0082,LYS,DXB,CSV,2015-03-11 21:06:00,2015-03-12 06:21:00,06:21
2015-03-17,0203,DXB,JFK,CSV,2015-03-17 03:16:00,2015-03-17 08:40:00,13:34
2015-03-18,0204,JFK,DXB,CSV,2015-03-18 11:59:00,2015-03-19 09:04:00,13:15
2015-03-22,0091,DXB,MXP,CSV,2015-03-22 15:35:00,2015-03-22 19:11:00,06:42
2015-03-23,0092,MXP,DXB,CSV,2015-03-23 21:16:00,2015-03-24 06:18:00,06:10
2015-03-26,0133,DXB,DME,CSV,2015-03-26 09:37:00,2015-03-26 14:05:00,05:36
2015-03-27,0134,DME,DXB,CSV,2015-03-27 16:41:00,2015-03-27 22:21:00,04:45
2015-03-29,0767,DXB,JNB,CSV,2015-03-29 23:45:00,2015-03-30 06:35:00,09:01
2015-03-31,0768,JNB,DXB,CSV,2015-03-31 09:12:00,2015-03-31 19:35:00,08:30
2015-04-03,0841,DXB,DOH,CSV,2015-04-03 08:29:00,2015-04-03 08:33:00,01:12
2015-04-03,0842,DOH,DXB,CSV,2015-04-03 10:05:00,2015-04-03 12:02:00,01:
2015-04-04,0354,DXB,SIN,CSV,2015-04-04 03:30:00,2015-04-04 15:01:00,07:38
2015-04-05,0355,SIN,DXB,CSV,2015-04-05 21:31:00,2015-04-06 01:38:00,08:12
2015-04-10,0801,DXB,JED,CSV,2015-04-10 02:01:00,2015-04-10 03:53:00,02:59
2015-04-10,0802,JED,DXB,CSV,2015-04-10 06:01:00,2015-04-10 09:24:00,02:37
2015-04-11,0304,DXB,PVG,CSV,2015-04-11 09:45:00,2015-04-11 21:27:00,08:01
2015-04-13,0305,PVG,DXB,CSV,2015-04-13 07:23:00,2015-04-13 12:35:00,09:16
2015-04-16,0211,DXB,IAH,CSV,2015-04-16 09:14:00,2015-04-16 16:47:00,16:44
2015-04-18,0212,IAH,DXB,CSV,2015-04-18 21:09:00,2015-04-19 20:58:00,14:58
2015-04-25,0875,DXB,KWI,CSV,2015-04-25 18:09:00,2015-04-25 18:38:00,01:39
2015-04-25,0876,KWI,DXB,CSV,2015-04-25 20:25:00,2015-04-25 23:02:00,01:45
2015-04-30,0203,DXB,JFK,CSV,2015-04-30 03:12:00,2015-04-30 09:02:00,13:57
2015-05-01,0204,JFK,DXB,CSV,2015-05-01 11:13:00,2015-05-02 07:38:00,12:29
2015-05-07,0306,DXB,PEK,CSV,2015-05-07 04:10:00,2015-05-07 15:20:00,07:16
2015-05-08,0307,PEK,DXB,CSV,2015-05-09 00:05:00,2015-05-09 04:16:00,08:15
2015-05-12,0765,DXB,JNB,CSV,2015-05-12 14:21:00,2015-05-12 20:48:00,08:38
2015-05-13,0766,JNB,DXB,CSV,2015-05-13 22:38:00,2015-05-14 08:22:00,07:49
2015-05-16,0043,DXB,FRA,CSV,2015-05-16 04:04:00,2015-05-16 08:32:00,06:39
2015-05-17,0044,FRA,DXB,CSV,2015-05-17 11:11:00,2015-05-17 19:06:00,06:01
2015-05-20,0612,DXB,ISB,CSV,2015-05-20 03:30:00,2015-05-20 07:09:00,02:46
2015-05-20,0613,ISB,DXB,CSV,2015-05-20 08:50:00,2015-05-20 10:46:00,03:01
2015-05-25,0624,DXB,LHE,CSV,2015-05-25 03:25:00,2015-05-25 07:17:00,02:58
2015-05-25,0625,LHE,DXB,CSV,2015-05-25 08:50:00,2015-05-25 10:40:00,02:56
2015-05-27,0366,DXB,TPE,CSV,2015-05-27 04:33:00,2015-05-27 16:32:00,08:09
2015-05-28,0367,TPE,DXB,CSV,2015-05-28 23:32:00,2015-05-29 04:08:00,08:41
2015-06-04,0005,DXB,LHR,CSV,2015-06-04 16:31:00,2015-06-04 20:56:00,07:33
2015-06-05,0006,LHR,DXB,CSV,2015-06-05 22:26:00,2015-06-06 08:11:00,06:54
2015-06-10,0703,DXB,MRU,CSV,2015-06-10 10:20:00,2015-06-10 16:39:00,06:25
2015-06-11,0704,MRU,DXB,CSV,2015-06-11 21:51:00,2015-06-12 04:02:00,06:18
2015-06-13,0185,DXB,BCN,CSV,2015-06-13 08:19:00,2015-06-13 13:04:00,06:53
2015-06-14,0186,BCN,DXB,CSV,2015-06-14 15:59:00,2015-06-15 01:14:00,07:20
2015-06-18,0073,DXB,CDG,CSV,2015-06-18 08:21:00,2015-06-18 13:06:00,06:50
2015-06-19,0074,CDG,DXB,CSV,2015-06-19 15:31:00,2015-06-20 00:15:00,06:48
2015-06-22,0051,DXB,MUC,CSV,2015-06-22 16:31:00,2015-06-22 20:40:00,06:15
2015-06-23,0052,MUC,DXB,CSV,2015-06-23 22:30:00,2015-06-24 06:10:00,05:44
2015-06-29,0225,DXB,SFO,CSV,2015-06-29 08:25:00,2015-06-29 12:52:00,15:41
2015-07-01,0226,SFO,DXB,CSV,2015-07-01 16:52:00,2015-07-02 19:09:00,15:23
2015-07-06,0081,DXB,LYS,CSV,2015-07-06 14:27:00,2015-07-06 18:54:00,06:33
2015-07-08,0082,LYS,DXB,CSV,2015-07-08 22:03:00,2015-07-09 06:15:00,06:20
2015-07-11,0785,DXB,ABV,CSV,2015-07-11 10:45:00,2015-07-11 14:42:00,07:05
2015-07-12,0786,ABV,DXB,CSV,2015-07-12 19:19:00,2015-07-13 05:04:00,07:08
2015-07-15,0348,CMB,SIN,CSV,2015-07-15 14:17:00,2015-07-15 20:33:00,03:53
2015-07-15,0348,DXB,CMB,CSV,2015-07-15 07:03:00,2015-07-15 12:36:00,04:09
2015-07-17,0349,CMB,DXB,CSV,2015-07-17 03:10:00,2015-07-17 05:49:00,04:17
2015-07-17,0349,SIN,CMB,CSV,2015-07-17 00:50:00,2015-07-17 01:45:00,03:30
2015-07-20,0370,DXB,BKK,CSV,2015-07-20 15:32:00,2015-07-21 00:57:00,06:38
2015-07-22,0371,BKK,DXB,CSV,2015-07-22 02:37:00,2015-07-22 05:30:00,05:56
2015-07-24,0308,DXB,PEK,CSV,2015-07-24 11:45:00,2015-07-24 23:07:00,07:32
2015-07-26,0309,PEK,DXB,CSV,2015-07-26 07:31:00,2015-07-26 11:07:00,07:39
2015-07-28,0785,DXB,ABV,CSV,2015-07-28 10:53:00,2015-07-28 14:41:00,06:56
2015-07-29,0786,ABV,DXB,CSV,2015-07-29 19:30:00,2015-07-30 05:32:00,07:08
2015-08-03,0955,DXB,BEY,CSV,2015-08-03 20:54:00,2015-08-03 23:30:00,03:47
2015-08-04,0956,BEY,DXB,CSV,2015-08-04 01:46:00,2015-08-04 06:45:00,04:06
2015-08-06,0783,DXB,LOS,CSV,2015-08-06 07:32:00,2015-08-06 11:41:00,07:20
2015-08-07,0784,LOS,DXB,CSV,2015-08-07 14:31:00,2015-08-08 00:57:00,07:31
2015-08-10,0015,DXB,LGW,CSV,2015-08-10 08:08:00,2015-08-10 12:25:00,07:25
2015-08-11,0016,LGW,DXB,CSV,2015-08-11 14:23:00,2015-08-12 00:15:00,07:04
2015-08-22,0440,DXB,ADL,CSV,2015-08-22 02:04:00,2015-08-22 20:00:00,12:34
2015-08-23,0441,ADL,DXB,CSV,2015-08-23 22:24:00,2015-08-24 05:40:00,12:55
2015-08-27,0747,DXB,TUN,CSV,2015-08-27 09:09:00,2015-08-27 12:11:00,06:10
2015-08-28,0748,TUN,DXB,CSV,2015-08-28 15:33:00,2015-08-29 00:45:00,06:24
2015-08-31,0624,DXB,LHE,CSV,2015-08-31 03:14:00,2015-08-31 07:06:00,02:58
2015-08-31,0625,LHE,DXB,CSV,2015-08-31 09:11:00,2015-08-31 11:00:00,02:55
2015-09-01,0542,DXB,MAA,CSV,2015-09-01 20:54:00,2015-09-02 02:19:00,04:
2015-09-02,0543,MAA,DXB,CSV,2015-09-02 04:43:00,2015-09-02 06:59:00,03:54
2015-09-06,0322,DXB,ICN,CSV,2015-09-06 03:45:00,2015-09-06 16:51:00,08:13
2015-09-07,0323,ICN,DXB,CSV,2015-09-07 23:43:00,2015-09-08 04:18:00,09:40
2015-09-11,0705,DXB,SEZ,CSV,2015-09-11 02:03:00,2015-09-11 06:31:00,04:36
2015-09-11,0708,SEZ,DXB,CSV,2015-09-11 20:49:00,2015-09-12 01:17:00,04:34
2015-09-13,2803,DXB,JED,CSV,2015-09-13 06:21:00,2015-09-13 07:53:00,02:40
2015-09-13,2804,JED,DXB,CSV,2015-09-13 09:17:00,2015-09-13 13:09:00,NA
2015-09-16,0203,DXB,JFK,CSV,2015-09-16 09:11:00,2015-09-16 15:14:00,12:40
2015-09-16,0203,YQX,YQX,CSV,NA,NA,NA
2015-09-17,0204,JFK,DXB,CSV,2015-09-17 11:22:00,2015-09-18 07:50:00,12:39
2015-09-20,0147,DXB,AMS,CSV,2015-09-20 08:38:00,2015-09-20 13:25:00,06:53
2015-09-21,0148,AMS,DXB,CSV,2015-09-21 15:34:00,2015-09-22 00:28:00,07:04
2015-09-24,0859,DXB,KWI,CSV,2015-09-24 20:28:00,2015-09-24 20:57:00,01:36
2015-09-24,0860,KWI,DXB,CSV,2015-09-24 22:19:00,2015-09-25 01:09:00,01:54
2015-09-26,0071,DXB,CDG,CSV,2015-09-26 04:14:00,2015-09-26 09:05:00,07:06
2015-09-27,0072,CDG,DXB,CSV,2015-09-27 11:27:00,2015-09-27 20:01:00,06:42
2015-09-30,0803,DXB,JED,CSV,2015-09-30 16:29:00,2015-09-30 18:15:00,02:53
2015-09-30,0804,JED,DXB,CSV,2015-09-30 20:37:00,2015-10-01 00:40:00,03:10
2015-10-02,0312,DXB,HND,CSV,2015-10-02 08:17:00,2015-10-02 22:14:00,09:01
2015-10-04,0313,HND,DXB,CSV,2015-10-04 00:25:00,2015-10-04 07:01:00,11:50
2015-10-08,0837,DXB,BAH,CSV,2015-10-08 08:34:00,2015-10-08 08:46:00,01:17
2015-10-08,0838,BAH,DXB,CSV,2015-10-08 09:48:00,2015-10-08 11:59:00,01:17
2015-10-18,0857,DXB,KWI,CSV,2015-10-18 14:53:00,2015-10-18 15:31:00,01:42
2015-10-18,0858,KWI,DXB,CSV,2015-10-18 17:34:00,2015-10-18 20:03:00,01:32
2015-10-19,0029,DXB,LHR,CSV,2015-10-19 09:50:00,2015-10-19 14:19:00,07:37
2015-10-20,0030,LHR,DXB,CSV,2015-10-20 16:57:00,2015-10-21 02:28:00,06:35
2015-10-23,0312,DXB,HND,CSV,2015-10-23 08:04:00,2015-10-23 22:04:00,09:06
2015-10-25,0313,HND,DXB,CSV,2015-10-25 00:24:00,2015-10-25 07:00:00,11:41
2015-10-28,0312,DXB,HND,CSV,2015-10-28 08:26:00,2015-10-28 22:28:00,09:07
2015-10-30,0313,HND,DXB,CSV,2015-10-30 00:27:00,2015-10-30 06:40:00,11:23
2015-11-04,0125,DXB,VIE,CSV,2015-11-04 17:14:00,2015-11-04 20:03:00,05:56
2015-11-05,0126,VIE,DXB,CSV,2015-11-05 21:49:00,2015-11-06 06:20:00,05:37
2015-11-07,0612,DXB,ISB,CSV,2015-11-07 03:26:00,2015-11-07 07:10:00,02:53
2015-11-07,0613,ISB,DXB,CSV,2015-11-07 08:52:00,2015-11-07 11:14:00,03:30
2015-11-11,0239,DXB,BOS,CSV,2015-11-11 02:34:00,2015-11-11 07:14:00,13:48
2015-11-12,0240,BOS,DXB,CSV,2015-11-12 10:47:00,2015-11-13 07:26:00,11:44
2015-11-16,0045,DXB,FRA,CSV,2015-11-16 08:43:00,2015-11-16 12:37:00,07:05
2015-11-17,0046,FRA,DXB,CSV,2015-11-17 14:31:00,2015-11-17 23:34:00,06:06
2015-11-19,0763,DXB,JNB,CSV,2015-11-19 10:12:00,2015-11-19 16:13:00,08:08
2015-11-20,0764,JNB,DXB,CSV,2015-11-20 19:37:00,2015-11-21 04:58:00,07:28
2015-11-24,0514,DXB,DEL,CSV,2015-11-24 15:37:00,2015-11-24 19:51:00,02:53
2015-11-25,2687,DEL,DXB,CSV,2015-11-25 23:37:00,2015-11-26 02:52:00,NA
2015-11-28,0656,DXB,MLE,CSV,2015-11-28 02:43:00,2015-11-28 07:42:00,04:06
2015-11-28,0657,MLE,DXB,CSV,2015-11-28 09:07:00,2015-11-28 12:25:00,04:23
2015-12-02,0231,DXB,IAD,CSV,2015-12-02 02:21:00,2015-12-02 08:15:00,15:01
2015-12-03,0232,IAD,DXB,CSV,2015-12-03 10:35:00,2015-12-04 07:41:00,12:09
2015-12-18,0207,DXB,JFK,CSV,2015-12-18 15:12:00,2015-12-18 20:58:00,14:58
2015-12-20,0208,JFK,DXB,CSV,2015-12-20 16:49:00,2015-12-21 13:45:00,12:
2015-12-24,2825,DXB,JED,CSV,2015-12-24 14:10:00,2015-12-24 16:04:00,02:58
2015-12-24,2826,JED,DXB,CSV,2015-12-24 18:30:00,2015-12-24 22:32:00,03:13
2015-12-25,0843,DXB,DOH,CSV,2015-12-25 14:18:00,2015-12-25 14:16:00,01:05
2015-12-25,0844,DOH,DXB,CSV,2015-12-25 15:43:00,2015-12-25 17:45:00,01:13
2015-12-26,0516,DXB,DEL,CSV,2015-12-26 10:24:00,2015-12-26 15:03:00,03:18
2015-12-26,0517,DEL,DXB,CSV,2015-12-26 16:31:00,2015-12-26 18:39:00,03:43
2015-12-28,0027,DXB,GLA,CSV,2015-12-28 07:21:00,2015-12-28 11:25:00,08:12
2015-12-29,0028,GLA,DXB,CSV,2015-12-29 13:40:00,2015-12-30 00:58:00,07:23
2016-01-01,0334,DXB,MNL,CSV,2016-01-01 10:43:00,2016-01-01 22:42:00,08:09
2016-01-02,0333,MNL,DXB,CSV,2016-01-02 18:16:00,2016-01-03 00:30:00,10:23
2016-01-06,0404,DXB,SIN,CSV,2016-01-06 09:40:00,2016-01-06 20:24:00,06:52
2016-01-07,0404,SIN,MEL,CSV,2016-01-07 22:24:00,2016-01-08 08:37:00,07:38
2016-01-09,0405,MEL,SIN,CSV,2016-01-09 18:47:00,2016-01-09 23:14:00,07:32
2016-01-11,0405,SIN,DXB,CSV,2016-01-11 02:00:00,2016-01-11 05:23:00,07:36
2016-01-14,2865,DXB,JED,CSV,2016-01-14 15:38:00,2016-01-14 17:47:00,03:16
2016-01-14,2866,JED,DXB,CSV,2016-01-14 19:40:00,2016-01-14 23:20:00,02:45
2016-01-15,0923,DXB,CAI,CSV,2016-01-15 15:47:00,2016-01-15 17:25:00,03:48
2016-01-15,0924,CAI,DXB,CSV,2016-01-15 19:10:00,2016-01-16 00:18:00,03:11
2016-01-17,0544,DXB,MAA,CSV,2016-01-17 02:56:00,2016-01-17 08:03:00,03:42
2016-01-18,0545,MAA,DXB,CSV,2016-01-18 09:51:00,2016-01-18 12:17:00,04:03
2016-01-21,0211,DXB,IAH,CSV,2016-01-21 09:56:00,2016-01-21 15:42:00,15:53
2016-01-23,0212,IAH,DXB,CSV,2016-01-23 18:34:00,2016-01-24 19:16:00,14:48
2016-01-27,0175,DXB,LED,CSV,2016-01-27 09:27:00,2016-01-27 14:23:00,06:09
2016-01-28,0176,LED,DXB,CSV,2016-01-28 16:12:00,2016-01-28 22:53:00,05:48
2016-01-30,0352,DXB,SIN,CSV,2016-01-30 21:29:00,2016-01-31 08:35:00,07:11
2016-02-01,0353,SIN,DXB,CSV,2016-02-01 10:03:00,2016-02-01 13:27:00,07:37
2016-02-02,0859,DXB,KWI,CSV,2016-02-02 20:45:00,2016-02-02 21:18:00,01:43
2016-02-02,0860,KWI,DXB,CSV,2016-02-02 23:12:00,2016-02-03 01:39:00,01:38
2016-02-06,0047,DXB,FRA,CSV,2016-02-06 14:32:00,2016-02-06 18:14:00,06:53
2016-02-07,0048,FRA,DXB,CSV,2016-02-07 20:26:00,2016-02-08 05:26:00,06:04
2016-02-11,0622,DXB,LHE,CSV,2016-02-11 22:08:00,2016-02-12 01:41:00,02:37
2016-02-12,0623,LHE,DXB,CSV,2016-02-12 03:28:00,2016-02-12 05:56:00,03:34
2016-02-15,0803,DXB,JED,CSV,2016-02-15 17:35:00,2016-02-15 19:36:00,03:09
2016-02-15,0804,JED,DXB,CSV,2016-02-15 21:31:00,2016-02-16 01:25:00,02:59
2016-02-17,0701,DXB,MRU,CSV,2016-02-17 03:55:00,2016-02-17 10:43:00,06:53
2016-02-18,0702,MRU,DXB,CSV,2016-02-18 16:05:00,2016-02-18 22:09:00,06:07
2016-02-22,0205,DXB,MXP,CSV,2016-02-22 09:45:00,2016-02-22 13:25:00,06:45
2016-02-24,0205,MXP,JFK,CSV,2016-02-24 15:39:00,2016-02-24 19:00:00,09:32
2016-02-25,0206,JFK,MXP,CSV,2016-02-25 22:20:00,2016-02-26 11:32:00,07:21
2016-02-27,0206,MXP,DXB,CSV,2016-02-27 13:49:00,2016-02-27 23:03:00,06:17
2016-03-01,0111,DXB,BUD,CSV,2016-03-01 08:28:00,2016-03-01 11:10:00,05:49
2016-03-02,0112,BUD,DXB,CSV,2016-03-02 14:28:00,2016-03-02 22:36:00,05:14
2016-03-04,0825,DXB,DMM,CSV,2016-03-04 16:01:00,2016-03-04 16:26:00,01:31
2016-03-04,0826,DMM,DXB,CSV,2016-03-04 17:48:00,2016-03-04 19:59:00,01:14
2016-03-06,0111,DXB,BUD,CSV,2016-03-06 08:46:00,2016-03-06 11:30:00,05:50
2016-03-07,0112,BUD,DXB,CSV,2016-03-07 14:31:00,2016-03-07 22:43:00,05:19
2016-03-10,0376,DXB,BKK,CSV,2016-03-10 04:40:00,2016-03-10 13:40:00,06:33
2016-03-11,0377,BKK,DXB,CSV,2016-03-11 15:56:00,2016-03-11 19:40:00,06:49
2016-03-14,0817,DXB,RUH,CSV,2016-03-14 19:06:00,2016-03-14 20:03:00,02:07
2016-03-14,0818,RUH,DXB,CSV,2016-03-14 21:42:00,2016-03-15 00:41:00,02:04
2016-03-16,0071,DXB,CDG,CSV,2016-03-16 03:26:00,2016-03-16 07:36:00,07:20
2016-03-17,0072,CDG,DXB,CSV,2016-03-17 09:50:00,2016-03-17 19:11:00,06:24
2016-03-20,0075,DXB,CDG,CSV,2016-03-20 14:51:00,2016-03-20 19:22:00,07:45
2016-03-21,0076,CDG,DXB,CSV,2016-03-21 21:26:00,2016-03-22 07:28:00,07:06
2016-03-23,0131,DXB,DME,CSV,2016-03-23 17:34:00,2016-03-23 21:39:00,05:12
2016-03-25,0132,DME,DXB,CSV,2016-03-24 23:52:00,2016-03-25 06:11:00,05:26
2016-03-28,0354,DXB,SIN,CSV,2016-03-28 03:25:00,2016-03-28 14:28:00,07:07
2016-03-29,0355,SIN,DXB,CSV,2016-03-29 20:56:00,2016-03-30 00:46:00,07:56
2016-04-29,0231,DXB,IAD,CSV,2016-04-29 04:39:00,2016-04-29 09:51:00,13:20
2016-04-29,0231G,DXB,IAD,CSV,2016-04-29 02:33:00,1899-12-31 00:00:00,:49
2016-04-30,0232,IAD,DXB,CSV,2016-04-30 10:45:00,2016-05-01 07:37:00,12:55
2016-05-04,0881,DXB,DOH,CSV,2016-05-04 19:33:00,2016-05-04 19:26:00,:59
2016-05-04,0882,DOH,DXB,CSV,2016-05-04 20:57:00,2016-05-04 22:57:00,01:08
2016-05-07,0366,DXB,TPE,CSV,2016-05-07 04:37:00,2016-05-07 16:21:00,07:49
2016-05-08,0367,TPE,DXB,CSV,2016-05-08 23:27:00,2016-05-09 04:34:00,09:08
2016-05-11,0071,DXB,CDG,CSV,2016-05-11 04:10:00,2016-05-11 09:33:00,07:33
2016-05-12,0072,CDG,DXB,CSV,2016-05-12 11:22:00,2016-05-12 19:57:00,06:38
2016-05-17,0705,DXB,SEZ,CSV,2016-05-17 02:07:00,2016-05-17 06:44:00,04:41
2016-05-17,0708,SEZ,DXB,CSV,2016-05-17 21:31:00,2016-05-18 01:34:00,04:09
2016-05-21,0875,DXB,KWI,CSV,2016-05-21 18:12:00,2016-05-21 18:42:00,01:36
2016-05-21,0876,KWI,DXB,CSV,2016-05-21 20:41:00,2016-05-21 23:19:00,01:46
2016-05-24,0354,DXB,SIN,CSV,2016-05-24 03:40:00,2016-05-24 15:15:00,07:42
2016-05-25,0355,SIN,DXB,CSV,2016-05-25 21:12:00,2016-05-26 00:26:00,07:18
2016-05-28,0821,DXB,DMM,CSV,2016-05-28 21:46:00,2016-05-28 22:07:00,01:29
2016-05-28,0822,DMM,DXB,CSV,2016-05-28 23:22:00,2016-05-29 01:31:00,01:15
2016-05-30,0526,DXB,HYD,CSV,2016-05-30 04:04:00,2016-05-30 08:58:00,03:28
2016-05-30,0527,HYD,DXB,CSV,2016-05-30 10:24:00,2016-05-30 12:21:00,03:30
2016-06-09,0302,DXB,PVG,CSV,2016-06-09 02:53:00,2016-06-09 14:45:00,08:06
2016-06-11,0303,PVG,DXB,CSV,2016-06-10 23:59:00,2016-06-11 04:43:00,08:48
2016-06-13,0342,DXB,KUL,CSV,2016-06-13 10:23:00,2016-06-13 21:21:00,07:09
2016-06-15,0343,KUL,DXB,CSV,2016-06-15 01:54:00,2016-06-15 04:15:00,06:26
2016-06-19,0203,DXB,JFK,CSV,2016-06-19 02:55:00,2016-06-19 08:11:00,13:25
2016-06-20,0204,JFK,DXB,CSV,2016-06-20 11:28:00,2016-06-21 07:40:00,12:18
2016-06-24,0051,DXB,MUC,CSV,2016-06-24 16:28:00,2016-06-24 20:35:00,06:20
2016-06-25,0052,MUC,DXB,CSV,2016-06-25 22:44:00,2016-06-26 06:31:00,05:52
2016-06-27,0059,DXB,HAM,CSV,2016-06-27 09:09:00,2016-06-27 13:51:00,06:48
2016-06-28,0060,HAM,DXB,CSV,2016-06-28 15:49:00,2016-06-28 23:49:00,06:08
2016-07-02,0514,DXB,DEL,CSV,2016-07-02 15:26:00,2016-07-02 20:00:00,03:16
2016-07-02,0515,DEL,DXB,CSV,2016-07-02 21:47:00,2016-07-02 23:35:00,03:28
2016-07-04,0001,DXB,LHR,CSV,2016-07-04 07:48:00,2016-07-04 12:25:00,07:41
2016-07-05,0002,LHR,DXB,CSV,2016-07-05 14:15:00,2016-07-05 23:53:00,06:43
2016-07-10,0227,DXB,SEA,CSV,2016-07-10 04:13:00,2016-07-10 07:04:00,13:55
2016-07-12,0228,SEA,DXB,CSV,2016-07-12 09:51:00,2016-07-13 10:50:00,14:05
2016-07-16,0770,DXB,CPT,CSV,2016-07-16 09:01:00,2016-07-16 16:14:00,09:20
2016-07-17,0771,CPT,DXB,CSV,2016-07-17 18:39:00,2016-07-18 05:32:00,09:01
2016-07-20,0825,DXB,DMM,CSV,2016-07-20 16:28:00,2016-07-20 16:47:00,01:25
2016-07-20,0826,DMM,DXB,CSV,2016-07-20 18:09:00,2016-07-20 20:36:00,01:33
2016-07-21,0163,DXB,DUB,CSV,2016-07-21 15:32:00,2016-07-21 20:15:00,07:54
2016-07-22,0164,DUB,DXB,CSV,2016-07-22 22:37:00,2016-07-23 08:33:00,07:01
2016-07-28,0510,DXB,DEL,CSV,2016-07-28 04:57:00,2016-07-28 09:31:00,03:13
2016-07-28,0511,DEL,DXB,CSV,2016-07-28 11:20:00,2016-07-28 13:01:00,03:23
2016-07-31,0925,DXB,CAI,CSV,2016-07-31 21:59:00,2016-07-31 23:18:00,03:32
2016-08-01,0926,CAI,DXB,CSV,2016-08-01 01:31:00,2016-08-01 06:55:00,03:33
2016-08-03,0785,DXB,ABV,CSV,2016-08-03 10:57:00,2016-08-03 14:35:00,06:47
2016-08-05,0786,ABV,DXB,CSV,2016-08-05 18:35:00,2016-08-06 04:58:00,07:39
2016-08-07,0041,DXB,BHX,CSV,2016-08-07 03:33:00,2016-08-07 07:51:00,07:27
2016-08-08,0042,BHX,DXB,CSV,2016-08-08 10:13:00,2016-08-08 19:51:00,06:49
2016-08-11,0871,DXB,KWI,CSV,2016-08-11 12:04:00,2016-08-11 12:35:00,01:36
2016-08-11,0872,KWI,DXB,CSV,2016-08-11 14:20:00,2016-08-11 16:51:00,01:38
2016-08-13,0071,DXB,CDG,CSV,2016-08-13 04:23:00,2016-08-13 09:30:00,07:12
2016-08-14,0072,CDG,DXB,CSV,2016-08-14 11:29:00,2016-08-14 19:47:00,06:27
2016-08-16,0845,DXB,DOH,CSV,2016-08-16 22:15:00,2016-08-16 22:17:00,01:09
2016-08-16,0846,DOH,DXB,CSV,2016-08-16 23:41:00,2016-08-17 01:53:00,01:17
2016-08-18,0620,DXB,SKT,CSV,2016-08-18 04:17:00,2016-08-18 08:11:00,03:01
2016-08-18,0621,SKT,DXB,CSV,2016-08-18 09:54:00,2016-08-18 11:53:00,03:07
2016-08-20,0905,DXB,AMM,CSV,2016-08-20 22:10:00,2016-08-20 23:59:00,02:57
